Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Piper,PA-38,Non-Fatal,1982-02-07,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,177RG,Non-Fatal,1982-02-07,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,172,Non-Fatal,1982-02-07,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,152,Non-Fatal,1982-02-07,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,172,Non-Fatal,1982-02-07,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172N,Fatal(1),1982-02-08,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,C-172,Non-Fatal,1982-02-08,1.0,0.0,0.0,1.0,0.0,Climb,VMC
Piper,PA-18A-150,Fatal(1),1982-02-08,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,152,Non-Fatal,1982-02-08,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28R-201,Non-Fatal,1982-02-08,1.0,0.0,0.0,0.0,3.0,Landing,IMC
Piper,PA-28-161,Non-Fatal,1982-02-08,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,182P,Non-Fatal,1982-02-08,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Cessna,140,Non-Fatal,1982-02-08,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Beech,C-23,Non-Fatal,1982-02-08,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-38-112,Non-Fatal,1982-02-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Beech,V35A,Fatal(1),1982-02-09,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Beech,200,Incident,1982-02-09,2.0,0.0,0.0,0.0,10.0,Takeoff,IMC
Cessna,310R,Non-Fatal,1982-02-09,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,172,Non-Fatal,1982-02-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,402B,Non-Fatal,1982-02-09,2.0,0.0,0.0,0.0,1.0,Go-around,IMC
Cessna,185,Non-Fatal,1982-02-09,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,310,Non-Fatal,1982-02-10,2.0,0.0,2.0,0.0,0.0,Approach,VMC
Beech,95-C55,Fatal(2),1982-02-10,2.0,2.0,0.0,0.0,0.0,Cruise,IMC
Cessna,172K,Non-Fatal,1982-02-10,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,421B,Non-Fatal,1982-02-10,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,401,Non-Fatal,1982-02-10,2.0,0.0,0.0,0.0,5.0,Cruise,VMC
Sikorsky,UH-19B,Non-Fatal,1982-02-10,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,421,Fatal(2),1982-02-11,2.0,2.0,0.0,0.0,0.0,Cruise,IMC
Grumman,G-164B,Non-Fatal,1982-02-11,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,152,Non-Fatal,1982-02-11,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-60-602P,Fatal(1),1982-02-11,2.0,1.0,0.0,0.0,1.0,Takeoff,VMC
De Havilland,DHC-6-100,Incident,1982-02-12,2.0,0.0,0.0,0.0,7.0,Cruise,VMC
Piper,PA-24-250,Non-Fatal,1982-02-12,1.0,0.0,4.0,0.0,0.0,Cruise,VMC
Howard Aircraft Corp.,500,Non-Fatal,1982-02-12,2.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Cessna,152,Non-Fatal,1982-02-12,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,172K,Fatal(4),1982-02-13,1.0,4.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA-34,Fatal(1),1982-02-13,2.0,1.0,0.0,0.0,0.0,Cruise,IMC
Rockwell,112A,Fatal(2),1982-02-13,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Beech,J35,Fatal(4),1982-02-13,1.0,4.0,0.0,0.0,0.0,Cruise,VMC
Cessna,150,Non-Fatal,1982-02-13,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,152,Non-Fatal,1982-02-13,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Aeronca,7AC,Non-Fatal,1982-02-13,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,172,Non-Fatal,1982-02-13,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-18,Non-Fatal,1982-02-13,1.0,0.0,0.0,1.0,1.0,Unknown,UNK
Cessna,150,Non-Fatal,1982-02-13,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Aeronca,7EC,Fatal(1),1982-02-14,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Bell,214B-1,Fatal(1),1982-02-14,1.0,1.0,1.0,0.0,0.0,Other,VMC
Cessna,150,Non-Fatal,1982-02-14,1.0,0.0,2.0,0.0,0.0,Descent,VMC
Cessna,152,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bellanca,17-30A,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,3.0,Approach,VMC
Cessna,150,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-140,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-38-112,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-28-161,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,172N,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Porterfield,CP-65,Fatal(2),1982-02-14,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Piper,PA-28-161,Non-Fatal,1982-02-14,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Boeing,B737-2H4,Incident,1982-02-15,2.0,0.0,0.0,0.0,119.0,Approach,IMC
Cessna,310D,Non-Fatal,1982-02-15,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-23,Fatal(1),1982-02-15,2.0,1.0,0.0,0.0,0.0,Cruise,VMC
Mooney,M20J,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-151,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Descent,IMC
Cessna,152,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-28-151,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,152(II),Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Beech,35,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Piper,PA-28R-180,Non-Fatal,1982-02-15,1.0,0.0,1.0,2.0,0.0,Landing,IMC
Cessna,150M,Non-Fatal,1982-02-15,1.0,0.0,0.0,1.0,1.0,Approach,VMC
Bellanca,8GCBC,Non-Fatal,1982-02-15,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA-31-310,Non-Fatal,1982-02-15,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172,Non-Fatal,1982-02-15,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Piper,PA-31T2,Fatal(8),1982-02-16,2.0,8.0,0.0,0.0,0.0,Approach,IMC
Beech,90,Non-Fatal,1982-02-16,2.0,0.0,0.0,0.0,4.0,Cruise,IMC
Nihon,YS-11A,Non-Fatal,1982-02-16,2.0,0.0,0.0,3.0,36.0,Approach,VMC
Cessna,152,Non-Fatal,1982-02-17,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,172M,Non-Fatal,1982-02-17,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28RT-201T,Non-Fatal,1982-02-17,1.0,0.0,1.0,0.0,0.0,Descent,IMC
Bellanca,7ECA,Non-Fatal,1982-02-17,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,177RG,Non-Fatal,1982-02-17,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,210,Non-Fatal,1982-02-17,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,210,Non-Fatal,1982-02-17,1.0,0.0,0.0,2.0,0.0,Approach,IMC
Boeing,727-235,Non-Fatal,1982-02-17,3.0,0.0,1.0,1.0,51.0,Takeoff,VMC
Piper,PA-23,Non-Fatal,1982-02-17,2.0,0.0,0.0,0.0,6.0,Approach,IMC
Embraer,EMB-11OP1,Incident,1982-02-18,2.0,0.0,0.0,0.0,16.0,Takeoff,VMC
Beech,A36,Fatal(1),1982-02-18,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-28-140,Fatal(1),1982-02-18,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,T210N,Non-Fatal,1982-02-18,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Great Lakes,2T1A-2,Non-Fatal,1982-02-18,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Boeing,B-727-200,Incident,1982-02-19,3.0,0.0,0.0,0.0,83.0,Landing,IMC
Piper,PA-44-180T,Non-Fatal,1982-02-19,2.0,0.0,0.0,0.0,3.0,Descent,IMC
Balloon Works,FIREFLY,Non-Fatal,1982-02-19,0.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,172H,Non-Fatal,1982-02-19,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,180,Non-Fatal,1982-02-19,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172A,Non-Fatal,1982-02-19,1.0,0.0,0.0,0.0,2.0,Takeoff,UNK
Beech,58,Non-Fatal,1982-02-19,2.0,0.0,0.0,0.0,1.0,Approach,IMC
Cessna,P206B,Non-Fatal,1982-02-19,1.0,0.0,0.0,0.0,1.0,Landing,UNK
Bell,47G2,Non-Fatal,1982-02-19,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,404,Non-Fatal,1982-02-19,2.0,0.0,0.0,0.0,7.0,Landing,IMC
Pitts,51,Non-Fatal,1982-02-20,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Cessna,172L,Fatal(1),1982-02-20,1.0,1.0,1.0,0.0,0.0,Approach,VMC
Cessna,182Q,Fatal(2),1982-02-20,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-36-375,Fatal(1),1982-02-20,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-161,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172N,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,150M,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,140,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Beech,56TC,Non-Fatal,1982-02-20,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,150,Non-Fatal,1982-02-20,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Grumman,G-21A,Non-Fatal,1982-02-20,2.0,0.0,0.0,0.0,2.0,Cruise,VMC
Piper,PA-22-150,Non-Fatal,1982-02-21,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Piper,PA-28-181,Non-Fatal,1982-02-21,1.0,0.0,4.0,0.0,0.0,Landing,VMC
Piper,PA-28-180,Fatal(1),1982-02-21,1.0,1.0,0.0,0.0,0.0,Cruise,UNK
De Havilland,DHC-6,Fatal(1),1982-02-21,2.0,1.0,10.0,1.0,0.0,Cruise,VMC
Grumman,AA-5A,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Piper,PA-32R-301T,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,152,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172N,Non-Fatal,1982-02-21,1.0,0.0,0.0,1.0,3.0,Cruise,VMC
Mooney,M-20C,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,1.0,Landing,IMC
Bellanca,7GCBC,Fatal(2),1982-02-21,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,1.0,Go-around,VMC
Cessna,152,Non-Fatal,1982-02-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Fairchild Hiller,227C,Non-Fatal,1982-02-21,2.0,0.0,0.0,0.0,4.0,Landing,VMC
Bellanca,8KCAB,Non-Fatal,1982-02-21,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Kaman,HH-43F,Non-Fatal,1982-02-22,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Bellanca,14-19-3A,Fatal(2),1982-02-22,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Cessna,421C,Non-Fatal,1982-02-22,2.0,0.0,0.0,0.0,6.0,Cruise,VMC
Grumman,G-164A,Non-Fatal,1982-02-22,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,A185F,Non-Fatal,1982-02-22,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,180,Non-Fatal,1982-02-22,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-38-112,Non-Fatal,1982-02-22,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,210A,Non-Fatal,1982-02-22,1.0,0.0,0.0,0.0,1.0,Other,UNK
Piper,PA-60,Non-Fatal,1982-02-22,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,A188B,Non-Fatal,1982-02-23,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Bell,206B,Fatal(1),1982-02-23,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-60/601P,Non-Fatal,1982-02-23,2.0,0.0,0.0,0.0,3.0,Landing,IMC
Cessna,172,Non-Fatal,1982-02-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152II,Non-Fatal,1982-02-23,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,210,Non-Fatal,1982-02-23,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Rockwell,COMMANDER 114,Non-Fatal,1982-02-24,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Beech,BE-95-C55,Fatal(1),1982-02-24,2.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,150,Non-Fatal,1982-02-24,1.0,0.0,0.0,0.0,2.0,Landing,IMC
Cessna,172,Non-Fatal,1982-02-24,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Swearingen,SA-227,Incident,1982-02-24,2.0,0.0,0.0,0.0,12.0,Landing,VMC
Weatherly,201C,Non-Fatal,1982-02-24,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,310Q,Non-Fatal,1982-02-24,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,414,Non-Fatal,1982-02-24,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Eagle,DW-1,Non-Fatal,1982-02-24,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,210L,Fatal(4),1982-02-25,1.0,4.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-28-181,Non-Fatal,1982-02-25,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,421B,Non-Fatal,1982-02-25,2.0,0.0,0.0,0.0,3.0,Landing,VMC
Beech,23,Non-Fatal,1982-02-25,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-23,Non-Fatal,1982-02-25,2.0,0.0,0.0,0.0,5.0,Landing,VMC
Beech,D18S,Non-Fatal,1982-02-25,2.0,0.0,0.0,0.0,1.0,Approach,IMC
Robinson,R22,Fatal(1),1982-02-26,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Beech,B90,Incident,1982-02-26,2.0,0.0,0.0,0.0,3.0,Landing,IMC
Cessna,152,Non-Fatal,1982-02-26,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150,Non-Fatal,1982-02-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-20,Non-Fatal,1982-02-26,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,182C,Non-Fatal,1982-02-26,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Cessna,152,Non-Fatal,1982-02-27,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Aeronca,11AC,Incident,1982-02-27,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Beech,T-34B,Fatal(1),1982-02-27,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Cessna,150G,Non-Fatal,1982-02-27,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Piper,PA-38-112,Non-Fatal,1982-02-27,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,170,Non-Fatal,1982-02-27,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Hughes,269C,Non-Fatal,1982-02-27,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,320C,Non-Fatal,1982-02-27,2.0,0.0,0.0,0.0,3.0,Taxi,VMC
Cessna,T210M,Non-Fatal,1982-02-27,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Barnes,FIREFLY-7,Non-Fatal,1982-02-27,0.0,0.0,1.0,1.0,2.0,Takeoff,VMC
Cessna,152,Non-Fatal,1982-02-27,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,T21OL,Fatal(6),1982-02-28,1.0,6.0,0.0,0.0,0.0,Climb,VMC
Barnes,BALLOON AX7,Non-Fatal,1982-02-28,0.0,0.0,0.0,1.0,4.0,Landing,VMC
Piper,PA-32-260,Fatal(4),1982-02-28,1.0,4.0,0.0,0.0,0.0,Unknown,VMC
Cessna,172N,Non-Fatal,1982-02-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172L,Non-Fatal,1982-02-28,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Schweizer,SGS1-260,Non-Fatal,1982-02-28,0.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,J3-F65,Non-Fatal,1982-02-28,1.0,0.0,0.0,1.0,1.0,Approach,VMC
Cessna,140A,Non-Fatal,1982-02-28,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,152,Non-Fatal,1982-02-28,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Bell,47G,Non-Fatal,1982-02-28,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-25-235,Fatal(1),1982-03-01,1.0,1.0,0.0,1.0,1.0,Maneuvering,VMC
Homebuilt,PDQ-2,Non-Fatal,1982-03-01,1.0,0.0,0.0,1.0,0.0,Taxi,VMC
Piper,PA-28-161,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Piper,PA-25-235C,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Bellanca,8GCBC,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-38-112,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bell,206B III,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,U206,Non-Fatal,1982-03-01,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,A152,Fatal(2),1982-03-02,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Ercoupe,415-C,Fatal(1),1982-03-02,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Hughes,500,Non-Fatal,1982-03-02,1.0,0.0,0.0,0.0,4.0,Cruise,IMC
Cessna,182RG,Non-Fatal,1982-03-02,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Beech,35-B33,Non-Fatal,1982-03-02,1.0,0.0,0.0,1.0,3.0,Climb,VMC
Piper,J3F-65,Non-Fatal,1982-03-02,1.0,0.0,0.0,2.0,0.0,Approach,VMC
Mooney,M20F,Non-Fatal,1982-03-02,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-18,Non-Fatal,1982-03-02,1.0,0.0,0.0,0.0,2.0,Other,VMC
Bell,206B,Fatal(2),1982-03-02,1.0,2.0,0.0,0.0,0.0,Approach,VMC
Cessna,150,Fatal(1),1982-03-02,1.0,1.0,0.0,0.0,0.0,Descent,VMC
Bell,12,Non-Fatal,1982-03-02,2.0,0.0,1.0,0.0,5.0,Standing,VMC
Cessna,172RG,Non-Fatal,1982-03-03,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,P210N,Non-Fatal,1982-03-03,1.0,0.0,0.0,4.0,0.0,Landing,VMC
Cessna,170,Non-Fatal,1982-03-03,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-32-300,Non-Fatal,1982-03-03,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Beech,B35,Non-Fatal,1982-03-04,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Piper,PA-36,Fatal(1),1982-03-04,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172,Fatal(3),1982-03-04,1.0,3.0,0.0,0.0,0.0,Cruise,IMC
Cessna,152,Non-Fatal,1982-03-04,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,310K,Non-Fatal,1982-03-04,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Mooney,M20E,Fatal(1),1982-03-04,1.0,1.0,0.0,1.0,0.0,Climb,VMC
Piper,PA-30,Non-Fatal,1982-03-04,2.0,0.0,0.0,0.0,2.0,Approach,VMC
Smith Aerostar,600,Non-Fatal,1982-03-04,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,182L,Non-Fatal,1982-03-05,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Beech,C-24R,Non-Fatal,1982-03-05,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,P337H,Non-Fatal,1982-03-05,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,B58,Non-Fatal,1982-03-05,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152,Non-Fatal,1982-03-05,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Schweizer,SGS-1-35,Non-Fatal,1982-03-05,0.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-38-112,Non-Fatal,1982-03-05,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-23,Non-Fatal,1982-03-06,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Barnes,AX-7,Non-Fatal,1982-03-06,0.0,0.0,1.0,1.0,2.0,Landing,VMC
Cessna,172,Non-Fatal,1982-03-06,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Cessna,182P,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Mooney,M20K,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Taylorcraft,BC12-D,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,3.0,Taxi,VMC
Cessna,150,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,3.0,Taxi,VMC
Cessna,172N,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,1.0,Descent,UNK
Cessna,310,Non-Fatal,1982-03-06,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-28-180,Fatal(1),1982-03-06,1.0,1.0,2.0,0.0,0.0,Descent,VMC
Cessna,182,Non-Fatal,1982-03-06,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Rockwell Intl,114,Non-Fatal,1982-03-07,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172M,Non-Fatal,1982-03-07,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Mooney,M20J,Non-Fatal,1982-03-07,1.0,0.0,1.0,0.0,1.0,Standing,VMC
Cessna,172RG,Non-Fatal,1982-03-07,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Howard Aircraft Corp.,DGA-15P,Non-Fatal,1982-03-07,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,172M,Non-Fatal,1982-03-07,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,177RG,Non-Fatal,1982-03-07,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Bell,206B III,Non-Fatal,1982-03-07,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Hiller,UH-12E,Non-Fatal,1982-03-08,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,T188C,Non-Fatal,1982-03-08,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Boeing,707-131B,Incident,1982-03-08,4.0,1.0,0.0,0.0,0.0,Standing,VMC
Piper,PA-28-140,Incident,1982-03-08,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Piper,PA-28R-180,Non-Fatal,1982-03-08,1.0,0.0,1.0,0.0,0.0,Climb,VMC
Cessna,TR182,Fatal(1),1982-03-08,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Schreder,RS-15,Non-Fatal,1982-03-08,0.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,150,Non-Fatal,1982-03-08,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-28-181,Non-Fatal,1982-03-08,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Beech,E18S,Non-Fatal,1982-03-08,2.0,0.0,0.0,1.0,0.0,Takeoff,UNK
Piper,PA-23 250,Non-Fatal,1982-03-08,2.0,0.0,0.0,0.0,3.0,Approach,VMC
Swearingen,SA-266TC,Incident,1982-03-09,2.0,0.0,0.0,0.0,9.0,Maneuvering,UNK
Piper,PA-28-181,Non-Fatal,1982-03-09,1.0,0.0,0.0,0.0,2.0,Takeoff,IMC
Cessna,172,Non-Fatal,1982-03-09,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,V35B,Non-Fatal,1982-03-09,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Hiller,12E,Non-Fatal,1982-03-09,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Rockwell,S-2R,Non-Fatal,1982-03-09,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,210D,Fatal(1),1982-03-09,1.0,1.0,1.0,0.0,0.0,Cruise,VMC
Douglas,DC-9-82,Incident,1982-03-10,2.0,0.0,0.0,0.0,68.0,Standing,VMC
Cessna,172,Fatal(2),1982-03-10,1.0,2.0,0.0,0.0,0.0,Cruise,UNK
Rockwell,S-2R,Non-Fatal,1982-03-10,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Varga,2150A,Non-Fatal,1982-03-10,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Piper,PA-28-151,Non-Fatal,1982-03-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1982-03-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Hatz,CB-1,Non-Fatal,1982-03-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
